0;2025-11-30T11:05:38.866478;STOP;47
1;2025-11-30T11:05:38.866920;STOP;22
2;2025-11-30T11:05:38.867150;STOP;62
3;2025-11-30T11:05:38.867317;STOP;37
4;2025-11-30T11:05:38.867445;STOP;6
5;2025-11-30T11:05:38.867566;BŁĄD;25
6;2025-11-30T11:05:38.867733;START;12
7;2025-11-30T11:05:38.867865;STOP;14
8;2025-11-30T11:05:38.868029;BŁĄD;5
9;2025-11-30T11:05:38.868191;STOP;65
10;2025-11-30T11:05:38.868353;STOP;36
11;2025-11-30T11:05:38.868482;STOP;60
12;2025-11-30T11:05:38.868641;BŁĄD;17
13;2025-11-30T11:05:38.868805;STOP;59
14;2025-11-30T11:05:38.868931;START;24
15;2025-11-30T11:05:38.869092;START;17
16;2025-11-30T11:05:38.869335;BŁĄD;57
17;2025-11-30T11:05:38.869474;BŁĄD;71
18;2025-11-30T11:05:38.869599;BŁĄD;68
19;2025-11-30T11:05:38.869765;STOP;76
20;2025-11-30T11:05:38.869886;STOP;74
21;2025-11-30T11:05:38.870031;START;26
22;2025-11-30T11:05:38.870183;STOP;55
23;2025-11-30T11:05:38.870315;START;45
24;2025-11-30T11:05:38.870497;BŁĄD;44
25;2025-11-30T11:05:38.870646;STOP;36
26;2025-11-30T11:05:38.870808;BŁĄD;55
27;2025-11-30T11:05:38.870958;BŁĄD;64
28;2025-11-30T11:05:38.871113;STOP;39
29;2025-11-30T11:05:38.871241;STOP;68
30;2025-11-30T11:05:38.871382;START;37
31;2025-11-30T11:05:38.871535;BŁĄD;78
32;2025-11-30T11:05:38.871683;STOP;30
33;2025-11-30T11:05:38.871812;BŁĄD;60
34;2025-11-30T11:05:38.871954;START;80
35;2025-11-30T11:05:38.872079;STOP;24
36;2025-11-30T11:05:38.872196;BŁĄD;71
37;2025-11-30T11:05:38.872335;STOP;12
38;2025-11-30T11:05:38.872457;START;26
39;2025-11-30T11:05:38.872568;BŁĄD;29
40;2025-11-30T11:05:38.872703;STOP;78
41;2025-11-30T11:05:38.872831;START;30
42;2025-11-30T11:05:38.872966;START;26
43;2025-11-30T11:05:38.873106;BŁĄD;49
44;2025-11-30T11:05:38.873228;BŁĄD;57
45;2025-11-30T11:05:38.873344;START;19
46;2025-11-30T11:05:38.873481;STOP;22
47;2025-11-30T11:05:38.873606;START;1
48;2025-11-30T11:05:38.873771;STOP;59
49;2025-11-30T11:05:38.873895;STOP;11
50;2025-11-30T11:05:38.874036;STOP;45
51;2025-11-30T11:05:38.874201;STOP;25
52;2025-11-30T11:05:38.874325;STOP;24
53;2025-11-30T11:05:38.874461;STOP;67
54;2025-11-30T11:05:38.874581;BŁĄD;54
55;2025-11-30T11:05:38.874696;BŁĄD;32
56;2025-11-30T11:05:38.874836;START;54
57;2025-11-30T11:05:38.874990;START;76
58;2025-11-30T11:05:38.875155;STOP;34
59;2025-11-30T11:05:38.875284;START;58
60;2025-11-30T11:05:38.875476;STOP;41
61;2025-11-30T11:05:38.875656;BŁĄD;58
62;2025-11-30T11:05:38.875835;START;39
63;2025-11-30T11:05:38.875976;START;12
64;2025-11-30T11:05:38.876121;STOP;9
65;2025-11-30T11:05:38.876317;START;58
66;2025-11-30T11:05:38.876457;BŁĄD;15
67;2025-11-30T11:05:38.876627;STOP;29
68;2025-11-30T11:05:38.876760;STOP;21
69;2025-11-30T11:05:38.876914;START;7
70;2025-11-30T11:05:38.877042;BŁĄD;50
71;2025-11-30T11:05:38.877180;START;77
72;2025-11-30T11:05:38.877346;STOP;26
73;2025-11-30T11:05:38.877472;STOP;26
74;2025-11-30T11:05:38.877588;START;71
75;2025-11-30T11:05:38.877698;STOP;72
76;2025-11-30T11:05:38.877806;START;26
77;2025-11-30T11:05:38.877924;STOP;58
78;2025-11-30T11:05:38.878181;START;6
79;2025-11-30T11:05:38.878320;STOP;62
80;2025-11-30T11:05:38.878440;STOP;9
81;2025-11-30T11:05:38.878555;BŁĄD;5
82;2025-11-30T11:05:38.878697;START;52
83;2025-11-30T11:05:38.878865;BŁĄD;62
84;2025-11-30T11:05:38.878994;STOP;76
85;2025-11-30T11:05:38.879112;START;54
86;2025-11-30T11:05:38.879262;START;29
87;2025-11-30T11:05:38.879388;START;59
88;2025-11-30T11:05:38.879553;START;57
89;2025-11-30T11:05:38.879681;STOP;24
90;2025-11-30T11:05:38.879815;START;48
91;2025-11-30T11:05:38.879935;BŁĄD;20
92;2025-11-30T11:05:38.880066;START;30
93;2025-11-30T11:05:38.880204;STOP;12
94;2025-11-30T11:05:38.880370;START;26
95;2025-11-30T11:05:38.880492;STOP;25
96;2025-11-30T11:05:38.880607;STOP;10
97;2025-11-30T11:05:38.880745;STOP;23
98;2025-11-30T11:05:38.880870;STOP;66
99;2025-11-30T11:05:38.881006;START;20
0;2025-11-30T11:07:26.909512;BŁĄD;5
1;2025-11-30T11:07:26.909741;BŁĄD;33
2;2025-11-30T11:07:26.909926;START;21
3;2025-11-30T11:07:26.910102;BŁĄD;17
4;2025-11-30T11:07:26.910382;BŁĄD;17
5;2025-11-30T11:07:26.910586;BŁĄD;3
6;2025-11-30T11:07:26.910808;BŁĄD;26
7;2025-11-30T11:07:26.910977;BŁĄD;34
8;2025-11-30T11:07:26.911166;START;2
9;2025-11-30T11:07:26.911331;STOP;48
10;2025-11-30T11:07:26.911495;BŁĄD;16
11;2025-11-30T11:07:26.911638;START;2
12;2025-11-30T11:07:26.911758;STOP;36
13;2025-11-30T11:07:26.911897;BŁĄD;79
14;2025-11-30T11:07:26.912048;START;12
15;2025-11-30T11:07:26.912194;START;61
16;2025-11-30T11:07:26.912371;BŁĄD;27
17;2025-11-30T11:07:26.912546;BŁĄD;76
18;2025-11-30T11:07:26.912676;STOP;67
19;2025-11-30T11:07:26.912805;START;36
20;2025-11-30T11:07:26.912950;START;31
21;2025-11-30T11:07:26.913077;STOP;52
22;2025-11-30T11:07:26.913237;STOP;52
23;2025-11-30T11:07:26.913364;START;40
24;2025-11-30T11:07:26.913512;START;43
25;2025-11-30T11:07:26.913632;STOP;38
26;2025-11-30T11:07:26.913759;START;46
27;2025-11-30T11:07:26.913928;BŁĄD;11
28;2025-11-30T11:07:26.914066;BŁĄD;2
29;2025-11-30T11:07:26.914181;STOP;39
30;2025-11-30T11:07:26.914323;BŁĄD;40
31;2025-11-30T11:07:26.914487;START;75
32;2025-11-30T11:07:26.914661;BŁĄD;36
33;2025-11-30T11:07:26.914803;STOP;65
34;2025-11-30T11:07:26.914951;STOP;5
35;2025-11-30T11:07:26.915070;START;34
36;2025-11-30T11:07:26.915247;START;28
37;2025-11-30T11:07:26.915407;STOP;34
38;2025-11-30T11:07:26.915555;BŁĄD;44
39;2025-11-30T11:07:26.915686;START;21
40;2025-11-30T11:07:26.915818;STOP;41
41;2025-11-30T11:07:26.915990;STOP;29
42;2025-11-30T11:07:26.916146;BŁĄD;51
43;2025-11-30T11:07:26.916278;STOP;6
44;2025-11-30T11:07:26.916421;START;9
45;2025-11-30T11:07:26.916556;STOP;15
46;2025-11-30T11:07:26.916700;START;45
47;2025-11-30T11:07:26.916832;BŁĄD;64
48;2025-11-30T11:07:26.916979;BŁĄD;53
49;2025-11-30T11:07:26.917107;STOP;78
50;2025-11-30T11:07:26.917256;START;55
51;2025-11-30T11:07:26.917412;START;56
52;2025-11-30T11:07:26.917536;BŁĄD;46
53;2025-11-30T11:07:26.917650;START;64
54;2025-11-30T11:07:26.917786;STOP;28
55;2025-11-30T11:07:26.917912;BŁĄD;43
56;2025-11-30T11:07:26.918024;STOP;9
57;2025-11-30T11:07:26.918134;BŁĄD;58
58;2025-11-30T11:07:26.918243;START;39
59;2025-11-30T11:07:26.918355;BŁĄD;1
60;2025-11-30T11:07:26.918492;BŁĄD;32
61;2025-11-30T11:07:26.918614;START;76
62;2025-11-30T11:07:26.918725;STOP;16
63;2025-11-30T11:07:26.918848;START;11
64;2025-11-30T11:07:26.918995;STOP;28
65;2025-11-30T11:07:26.919120;START;6
66;2025-11-30T11:07:26.919270;START;45
67;2025-11-30T11:07:26.919391;STOP;71
68;2025-11-30T11:07:26.919525;START;34
69;2025-11-30T11:07:26.919647;START;35
70;2025-11-30T11:07:26.919789;START;30
71;2025-11-30T11:07:26.919944;BŁĄD;33
72;2025-11-30T11:07:26.920111;STOP;70
73;2025-11-30T11:07:26.920235;START;69
74;2025-11-30T11:07:26.920343;START;9
75;2025-11-30T11:07:26.920476;STOP;7
76;2025-11-30T11:07:26.920629;START;58
77;2025-11-30T11:07:26.920773;BŁĄD;60
78;2025-11-30T11:07:26.920935;START;27
79;2025-11-30T11:07:26.921063;START;66
80;2025-11-30T11:07:26.921201;STOP;52
81;2025-11-30T11:07:26.921326;STOP;73
82;2025-11-30T11:07:26.921440;BŁĄD;38
83;2025-11-30T11:07:26.921576;STOP;75
84;2025-11-30T11:07:26.921739;START;21
85;2025-11-30T11:07:26.921913;BŁĄD;36
86;2025-11-30T11:07:26.922088;START;69
87;2025-11-30T11:07:26.922279;STOP;63
88;2025-11-30T11:07:26.922442;STOP;36
89;2025-11-30T11:07:26.922657;START;50
90;2025-11-30T11:07:26.922842;STOP;17
91;2025-11-30T11:07:26.923016;STOP;1
92;2025-11-30T11:07:26.923165;START;70
93;2025-11-30T11:07:26.923312;STOP;5
94;2025-11-30T11:07:26.923474;STOP;35
95;2025-11-30T11:07:26.923626;STOP;45
96;2025-11-30T11:07:26.923752;START;12
97;2025-11-30T11:07:26.923890;BŁĄD;21
98;2025-11-30T11:07:26.924046;BŁĄD;52
99;2025-11-30T11:07:26.924215;STOP;5
